Iteration,A* Time (seconds),A* Memory (MB),Bidirectional Time (seconds),Bidirectional Memory (MB)
7464,0.021445035934448242,0.005128,0.002257823944091797,0.000192
7465,0.002919912338256836,0.000128,0.0015530586242675781,0.005928
7466,0.004320621490478516,0.00069,0.0015742778778076172,0.00016
7467,0.006052970886230469,0.001792,0.002557516098022461,0.000352
7468,0.011487245559692383,0.001792,0.004538297653198242,0.000352
7469,0.006796360015869141,0.000128,0.0024957656860351562,0.000128
7470,0.004698753356933594,0.001024,0.0018360614776611328,0.00016
7471,0.011530160903930664,0.005361,0.00047707557678222656,0.0
7472,0.011332035064697266,0.004768,0.0004467964172363281,0.0
7473,0.0006022453308105469,6.4e-05,0.00032591819763183594,9.6e-05
7474,0.0009305477142333984,6.4e-05,0.0003745555877685547,9.6e-05
7475,0.011748552322387695,0.004768,0.0004572868347167969,0.0
7476,0.002316713333129883,0.000128,0.0016968250274658203,0.00016
7477,0.010835409164428711,0.009475,0.0001232624053955078,0.0
7478,0.007561922073364258,0.001856,0.0025420188903808594,0.000352
7479,0.007158756256103516,0.002584,0.0024983882904052734,0.000352
7480,0.002526998519897461,0.000128,0.0007100105285644531,0.000128
7481,0.0042209625244140625,0.000128,0.0010399818420410156,9.6e-05
7482,0.0028090476989746094,0.000128,0.0017371177673339844,0.000128
7483,0.0027272701263427734,0.000128,0.0017368793487548828,0.000128
7484,0.0032036304473876953,0.000128,0.0017080307006835938,0.000128
7485,0.003276348114013672,0.000128,0.0018742084503173828,0.00016
7486,0.0029163360595703125,0.005583,0.001867055892944336,0.000256
7487,0.003530263900756836,0.000128,0.0017440319061279297,0.000128
7488,0.003242015838623047,0.000128,0.0017790794372558594,0.00016
7489,0.00811767578125,0.004384,0.002540111541748047,0.000352
7490,0.010069608688354492,0.005144,0.002348184585571289,0.000224
7491,0.0034275054931640625,0.000128,0.0018913745880126953,0.00016
7492,0.003752470016479492,0.000128,0.0018780231475830078,0.00016
7493,0.0035142898559570312,0.000128,0.0024404525756835938,0.000653
7494,0.002691984176635742,0.000849,0.0017719268798828125,0.000128
7495,0.003123760223388672,0.000128,0.00188446044921875,0.000128
7496,0.004973649978637695,0.001768,0.00209808349609375,0.000128
7497,0.004729270935058594,0.001304,0.00542902946472168,0.00016
7498,0.011903047561645508,0.001656,0.002112865447998047,0.000128
7499,0.006764888763427734,0.001216,0.008579492568969727,0.000603
7500,0.022727012634277344,0.005728,0.005831480026245117,0.000192
7501,0.028870344161987305,0.004712,9.655952453613281e-05,0.0
7502,0.00032591819763183594,6.4e-05,0.00025463104248046875,0.003579
7503,0.0009095668792724609,6.4e-05,0.0005648136138916016,9.6e-05
7504,0.0012965202331542969,6.4e-05,0.0007500648498535156,9.6e-05
7505,0.0010673999786376953,6.4e-05,0.0005972385406494141,0.000128
7506,0.0004315376281738281,3.2e-05,0.00017571449279785156,6.4e-05
7507,0.0007357597351074219,6.4e-05,0.0005280971527099609,9.6e-05
7508,0.0005879402160644531,6.4e-05,0.0002892017364501953,9.6e-05
7509,0.00028061866760253906,3.2e-05,0.00017380714416503906,3.2e-05
7510,0.0004715919494628906,3.2e-05,0.00021576881408691406,6.4e-05
7511,0.0001690387725830078,3.2e-05,8.654594421386719e-05,3.2e-05
7512,0.0009398460388183594,6.4e-05,0.0012907981872558594,9.6e-05
7513,0.001046895980834961,3.2e-05,0.00030517578125,6.4e-05
7514,0.008927345275878906,0.000128,0.0036678314208984375,0.000128
7515,0.02026963233947754,0.004712,0.00045037269592285156,0.0
7516,0.0022597312927246094,6.4e-05,0.0007607936859130859,9.6e-05
7517,0.01180720329284668,0.004925,9.72747802734375e-05,0.0
7518,0.0036950111389160156,0.000571,0.0021593570709228516,0.00016
7519,0.00459599494934082,0.000128,0.002652406692504883,9.6e-05
7520,0.004258632659912109,0.000128,0.001171112060546875,0.000128
7521,0.002177000045776367,6.4e-05,0.0006947517395019531,9.6e-05
7522,0.008889913558959961,0.003832,0.002560138702392578,0.000352
7523,0.005828857421875,0.002072,0.002471923828125,0.000352
7524,0.007164955139160156,0.009805,0.0025169849395751953,0.000571
7525,0.004899501800537109,0.000192,0.0022704601287841797,0.000128
7526,0.00426173210144043,0.000192,0.0022742748260498047,9.6e-05
7527,0.0008554458618164062,6.4e-05,0.0003349781036376953,9.6e-05
7528,0.0005390644073486328,6.4e-05,0.00037169456481933594,9.6e-05
7529,5.3882598876953125e-05,3.2e-05,4.9591064453125e-05,3.2e-05
7530,0.011488914489746094,0.004392,0.0026540756225585938,0.000352
7531,0.01061248779296875,0.00416,0.0024623870849609375,0.000352
7532,0.001377105712890625,6.4e-05,0.0008370876312255859,9.6e-05
7533,0.001140594482421875,0.008799,0.0009582042694091797,0.000128
7534,0.0011703968048095703,0.000192,0.0007386207580566406,0.000649
7535,0.001336812973022461,0.000128,0.0007264614105224609,0.000128
7536,0.0017242431640625,6.4e-05,0.0007472038269042969,9.6e-05
7537,0.006179094314575195,0.002096,0.002222776412963867,0.000192
7538,0.004987001419067383,0.000448,0.002379894256591797,0.00016
7539,0.010620355606079102,0.001784,0.004185199737548828,0.000192
7540,0.002874612808227539,6.4e-05,0.0019218921661376953,6.4e-05
7541,0.0036983489990234375,6.4e-05,0.0020406246185302734,0.005307
7542,0.005152702331542969,0.00069,0.0022706985473632812,0.00016
7543,0.012110471725463867,0.004288,0.0026128292083740234,0.000352
7544,0.010231971740722656,0.004384,0.0030171871185302734,0.000352
7545,0.00828409194946289,0.000256,0.0023195743560791016,0.00016
7546,0.0037615299224853516,0.000703,0.005635976791381836,0.000192
7547,0.0030074119567871094,6.4e-05,0.0007824897766113281,9.6e-05
7548,0.012276649475097656,0.004712,0.0003032684326171875,0.0
7549,0.012115240097045898,0.004712,0.00031876564025878906,0.0
7550,0.011954069137573242,0.004712,0.0003032684326171875,0.0
7551,0.0036911964416503906,0.004098,0.0020558834075927734,0.000681
7552,0.003441333770751953,0.000128,0.0020055770874023438,0.000128
7553,0.0027990341186523438,0.000128,0.001729726791381836,0.000128
7554,0.01220560073852539,0.004712,0.0004634857177734375,0.0
7555,0.012052297592163086,0.004712,0.0004622936248779297,0.0
7556,0.002531290054321289,0.000128,0.0013093948364257812,0.00016
7557,0.0027549266815185547,0.000128,0.0013189315795898438,0.000128
7558,0.0007729530334472656,6.4e-05,0.0003352165222167969,9.6e-05
7559,0.0008826255798339844,3.2e-05,0.00023221969604492188,6.4e-05
7560,0.00013780593872070312,3.2e-05,0.00013136863708496094,3.2e-05
7561,1.1920928955078125e-05,3.2e-05,1.1444091796875e-05,3.2e-05
7562,0.0057926177978515625,0.00192,0.0022652149200439453,0.000128
7563,0.005233287811279297,0.00064,0.0033495426177978516,9.6e-05
7564,0.0081939697265625,0.000192,0.0026476383209228516,0.000128
7565,0.007246255874633789,0.000256,0.0032765865325927734,9.6e-05
7566,0.01071023941040039,0.005566,0.0026276111602783203,0.000914
7567,0.008918046951293945,0.002984,0.005821943283081055,0.000352
7568,0.015616178512573242,0.002336,0.002498149871826172,0.000352
7569,0.009521007537841797,0.004984,0.00249481201171875,0.000352
7570,0.004850864410400391,0.000256,0.0022056102752685547,0.006026
7571,0.0063021183013916016,0.002234,0.002222776412963867,0.00016
7572,0.004147529602050781,0.000256,0.002148151397705078,0.00016
7573,0.0021467208862304688,0.000128,0.0011167526245117188,0.000128
7574,0.0016293525695800781,6.4e-05,0.0011057853698730469,0.000128
7575,0.0026340484619140625,0.000128,0.0013766288757324219,0.000128
7576,0.0018668174743652344,0.000128,0.001165151596069336,9.6e-05
7577,0.008584976196289062,0.003504,0.00247955322265625,0.000352
7578,0.003468751907348633,0.000128,0.0011861324310302734,0.000128
7579,0.008175849914550781,0.008559,0.0025048255920410156,0.000713
7580,0.006258964538574219,0.002008,0.0024962425231933594,0.00032
7581,0.0046613216400146484,0.000192,0.0022585391998291016,9.6e-05
7582,0.005201101303100586,0.000768,0.004293918609619141,0.000288
7583,0.006748199462890625,0.002008,0.002471446990966797,0.00032
7584,0.00010704994201660156,3.2e-05,5.459785461425781e-05,3.2e-05
7585,0.006779909133911133,0.002384,0.002236604690551758,0.000192
7586,0.001768350601196289,0.007387,0.000774383544921875,6.4e-05
7587,0.002286195755004883,0.000562,0.0011172294616699219,0.000128
7588,0.005567789077758789,0.001568,0.002259492874145508,0.00016
7589,0.007864952087402344,0.002808,0.002269268035888672,0.000192
7590,0.0026502609252929688,0.000128,0.0011737346649169922,0.000128
7591,0.003612995147705078,0.000128,0.0011820793151855469,9.6e-05
7592,0.006982564926147461,0.002208,0.002762317657470703,0.00032
7593,0.012264013290405273,0.002671,0.004291057586669922,0.000882
7594,0.007326364517211914,0.000192,0.002281665802001953,9.6e-05
7595,0.005691051483154297,0.001024,0.0017344951629638672,9.6e-05
7596,0.028097152709960938,0.004712,0.00046324729919433594,0.0
7597,0.012010335922241211,0.005173,0.0004611015319824219,0.0
7598,0.00022339820861816406,3.2e-05,9.608268737792969e-05,3.2e-05
7599,0.0003924369812011719,0.00053,0.00015544891357421875,6.4e-05
7600,0.017845630645751953,0.004712,0.0004622936248779297,0.0
7601,0.0019617080688476562,0.000128,0.0011153221130371094,9.6e-05
7602,0.011887788772583008,0.004712,8.606910705566406e-05,0.0
7603,0.007606983184814453,0.002056,0.0024766921997070312,0.005227
7604,0.008381128311157227,0.00292,0.002526521682739258,0.000352
7605,0.003328084945678711,0.000128,0.0007736682891845703,0.000128
7606,0.00431370735168457,0.000192,0.0007562637329101562,0.000128
7607,0.0022835731506347656,0.000128,0.0038597583770751953,9.6e-05
7608,0.006565093994140625,0.000128,0.0026030540466308594,0.00016
7609,0.002813100814819336,0.000128,0.0011348724365234375,0.000128
7610,0.0029087066650390625,0.000128,0.0011265277862548828,0.000128
7611,0.0025141239166259766,0.000128,0.0011372566223144531,0.000128
7612,0.002507448196411133,0.005481,0.001153707504272461,0.000713
7613,0.0028357505798339844,0.000128,0.0011324882507324219,0.000128
7614,0.008851051330566406,0.003488,0.0024819374084472656,0.00032
7615,0.006282806396484375,0.002072,0.005170345306396484,0.000192
7616,0.00651860237121582,0.000128,0.002916574478149414,0.000128
7617,0.003278017044067383,0.000128,0.0014181137084960938,9.6e-05
7618,0.0031883716583251953,0.000128,0.001367807388305664,0.007096
7619,0.0023615360260009766,0.000617,0.0013849735260009766,0.000128
7620,0.002766132354736328,0.000128,0.001384735107421875,0.000128
7621,0.004019498825073242,0.000128,0.0038585662841796875,0.000128
7622,0.009833097457885742,0.000192,0.005178689956665039,0.00016
7623,0.00921773910522461,0.000128,0.005079984664916992,0.00016
7624,0.008956670761108398,0.00082,0.0048787593841552734,0.00073
7625,0.01428985595703125,0.002096,0.0023806095123291016,0.00016
7626,0.009865522384643555,0.00096,8.916854858398438e-05,0.0
7627,0.005018472671508789,0.00096,0.0020596981048583984,0.000192
7628,0.004288196563720703,0.00096,0.0013418197631835938,0.000128
7629,0.0038177967071533203,0.001024,0.0010426044464111328,0.000128
7630,0.0042569637298583984,0.001853,0.0013666152954101562,0.000626
7631,0.00439906120300293,0.001024,0.001983165740966797,0.000128
7632,0.004349946975708008,0.00096,0.0015981197357177734,0.000128
7633,0.004658937454223633,0.001024,0.0016982555389404297,0.000128
7634,0.0058956146240234375,0.001024,0.002361297607421875,0.00016
7635,0.004556179046630859,0.001024,0.0020182132720947266,0.00016
7636,0.0056879520416259766,0.001088,0.002390623092651367,0.00032
7637,0.0041294097900390625,0.001024,0.0012590885162353516,0.00016
7638,0.005600929260253906,0.001522,0.0022399425506591797,0.000128
7639,0.0005948543548583984,6.4e-05,0.000270843505859375,9.6e-05
7640,0.009873390197753906,0.00096,0.0004487037658691406,0.0
7641,0.0019047260284423828,6.4e-05,0.0006251335144042969,6.4e-05
7642,0.011943578720092773,0.00096,0.00010967254638671875,0.0
7643,0.008978605270385742,0.00096,0.0037665367126464844,0.001912
7644,0.007127285003662109,0.005636,0.0034513473510742188,0.001937
7645,0.006846427917480469,0.001152,0.0029456615447998047,0.000768
7646,0.006577730178833008,0.001024,0.003591299057006836,0.000288
7647,0.003517627716064453,0.000512,0.0010988712310791016,0.000128
7648,0.0007402896881103516,6.4e-05,0.0004830360412597656,9.6e-05
7649,0.001394033432006836,6.4e-05,0.0010237693786621094,0.000128
7650,0.0001842975616455078,3.2e-05,5.8650970458984375e-05,3.2e-05
7651,0.00038361549377441406,3.2e-05,0.0001442432403564453,6.4e-05
7652,0.006401777267456055,0.001088,0.0023813247680664062,0.000416
7653,0.004633903503417969,0.001024,0.0020880699157714844,0.009199
7654,0.005551576614379883,0.001458,0.002089262008666992,0.000128
7655,0.0031316280364990234,0.000832,0.0009658336639404297,0.000128
7656,0.002092123031616211,6.4e-05,0.0014603137969970703,0.000128
7657,0.006234645843505859,0.001024,0.002008199691772461,0.000128
7658,0.007315635681152344,0.001024,0.0017669200897216797,9.6e-05
7659,0.0072100162506103516,0.000896,0.0013155937194824219,0.000128
7660,0.0077667236328125,0.00096,0.0013041496276855469,0.000128
7661,0.0029757022857666016,0.000448,0.0014057159423828125,0.000128
7662,0.010478019714355469,0.00165,0.003954172134399414,0.002184
7663,0.009704351425170898,0.001088,0.0040247440338134766,0.001968
7664,0.009654760360717773,0.001152,0.0037436485290527344,0.00212
7665,0.006619453430175781,0.001088,0.0027413368225097656,0.00064
7666,0.00759124755859375,0.001919,0.002785921096801758,0.001202
7667,0.009579658508300781,0.001088,0.003787994384765625,0.001848
7668,0.0020122528076171875,6.4e-05,0.00093841552734375,9.6e-05
7669,0.0014111995697021484,6.4e-05,0.0009267330169677734,9.6e-05
7670,0.010204792022705078,0.001024,0.0038747787475585938,0.002056
7671,0.008616447448730469,0.001152,0.003793001174926758,0.001912
7672,0.0009541511535644531,0.006768,0.00030612945556640625,6.4e-05
7673,0.010010480880737305,0.001065,0.0003323554992675781,0.0
7674,0.009724617004394531,0.00096,0.0003135204315185547,0.0
7675,0.009572029113769531,0.00096,0.00033211708068847656,0.0
7676,0.008785486221313477,0.001088,0.0038585662841796875,0.002104
7677,0.008612871170043945,0.005279,0.0038335323333740234,0.002275
7678,0.007708549499511719,0.001088,0.003542184829711914,0.001984
7679,0.009566783905029297,0.00096,0.0004582405090332031,0.0
7680,0.009461641311645508,0.00096,0.0010619163513183594,0.0
7681,0.017798185348510742,0.001594,0.01082158088684082,0.001896
7682,0.008080005645751953,0.001088,0.003814220428466797,0.001896
7683,0.013391971588134766,0.001152,0.002526998519897461,0.000384
7684,0.005368947982788086,0.001088,0.0020797252655029297,0.000192
7685,0.005600929260253906,0.001088,0.0020754337310791016,0.000128
7686,0.006133556365966797,0.002173,0.002295970916748047,0.000658
7687,2.0265579223632812e-05,3.2e-05,1.4781951904296875e-05,3.2e-05
7688,7.939338684082031e-05,3.2e-05,5.984306335449219e-05,3.2e-05
7689,0.00014162063598632812,3.2e-05,0.00014066696166992188,6.4e-05
7690,9.775161743164062e-05,3.2e-05,9.775161743164062e-05,3.2e-05
7691,0.003163576126098633,0.001088,0.0010924339294433594,0.000128
7692,0.00261688232421875,0.000128,0.0010957717895507812,9.6e-05
7693,0.0016942024230957031,0.000128,0.0010728836059570312,0.000128
7694,0.003333568572998047,0.000896,0.0011594295501708984,9.6e-05
7695,0.013604879379272461,0.001088,0.004091501235961914,0.001968
7696,0.009641885757446289,0.001024,0.003857135772705078,0.008158
7697,0.020908117294311523,0.001136,0.008739471435546875,0.001912
7698,0.00737762451171875,0.001152,0.002816438674926758,0.000832
7699,0.006733894348144531,0.00096,0.0028765201568603516,0.000832
7700,0.007642507553100586,0.001597,0.003515481948852539,0.002443
7701,0.007035493850708008,0.001152,0.0029973983764648438,0.000864
7702,0.0026404857635498047,0.000128,0.0010941028594970703,9.6e-05
7703,0.0006239414215087891,6.4e-05,0.0002598762512207031,9.6e-05
7704,0.002292633056640625,0.000128,0.0024187564849853516,9.6e-05
7705,0.001950979232788086,6.4e-05,0.0006239414215087891,9.6e-05
7706,0.0005042552947998047,3.2e-05,0.0003085136413574219,9.6e-05
7707,0.0003075599670410156,3.2e-05,0.0002231597900390625,3.2e-05
7708,0.0006449222564697266,3.2e-05,0.0003764629364013672,6.4e-05
7709,0.0057337284088134766,0.00096,0.0020651817321777344,0.00016
7710,0.01001739501953125,0.010692,0.003763437271118164,0.00269
7711,0.00938272476196289,0.001024,0.004895210266113281,0.000576
7712,0.010582447052001953,0.001088,0.003318309783935547,0.00096
7713,0.012655019760131836,0.001088,0.004160404205322266,0.007429
7714,0.012530088424682617,0.001586,0.003958702087402344,0.00212
7715,0.007964372634887695,0.000896,0.0034568309783935547,0.0018
7716,0.010477066040039062,0.00096,0.003767251968383789,0.001832
7717,0.0011348724365234375,6.4e-05,0.000713348388671875,9.6e-05
7718,0.0011858940124511719,6.4e-05,0.001348733901977539,6.4e-05
7719,0.0003445148468017578,3.2e-05,0.00012445449829101562,3.2e-05
7720,0.000232696533203125,3.2e-05,5.888938903808594e-05,3.2e-05
7721,0.009809732437133789,0.006023,0.00047278404235839844,0.0
7722,0.010275125503540039,0.001058,0.0008099079132080078,0.0
7723,0.005110263824462891,0.001024,0.0017707347869873047,0.000128
7724,0.004712343215942383,0.00096,0.001497030258178711,0.000128
7725,0.010045051574707031,0.00096,0.00045800209045410156,0.0
7726,0.007384061813354492,0.000896,0.0031218528747558594,0.0008
7727,0.009920358657836914,0.001526,0.00010204315185546875,0.0
7728,0.0008938312530517578,6.4e-05,0.00047707557678222656,0.000594
7729,0.0021071434020996094,0.000128,0.0010478496551513672,0.000128
7730,0.0019404888153076172,6.4e-05,0.00043272972106933594,6.4e-05
7731,0.0031430721282958984,0.000384,0.0005364418029785156,9.6e-05
7732,0.007800102233886719,0.001088,0.002936124801635742,0.000864
7733,0.007890701293945312,0.001088,0.002979755401611328,0.000864
7734,0.008634567260742188,0.001088,0.002911090850830078,0.000864
7735,0.008465290069580078,0.00166,0.008157491683959961,0.001522
7736,0.014944076538085938,0.001024,0.011336565017700195,0.000864
7737,0.018009662628173828,0.003393,0.008925199508666992,0.000864
7738,0.02177143096923828,0.001024,0.0030770301818847656,0.00096
7739,0.0030379295349121094,6.4e-05,0.002410411834716797,9.6e-05
7740,0.020600080490112305,0.001088,0.003782510757446289,0.00228
7741,0.00807809829711914,0.001718,0.0035512447357177734,0.002626
7742,0.009425163269042969,0.001216,0.0035033226013183594,0.001872
7743,0.008693456649780273,0.00096,0.004485130310058594,0.002024
7744,0.007653474807739258,0.00096,0.0037539005279541016,0.00172
7745,0.008227825164794922,0.001597,0.0035250186920166016,0.002594
7746,0.009583473205566406,0.001088,0.009454727172851562,0.001992
7747,0.017986774444580078,0.00096,0.004120349884033203,0.001976
7748,0.009187936782836914,0.001024,0.004777431488037109,0.002401
7749,0.009012699127197266,0.001024,0.004172325134277344,0.001976
7750,0.02416229248046875,0.001088,0.0077800750732421875,0.002056
7751,0.0222930908203125,0.001138,0.00021839141845703125,0.0
7752,0.011143922805786133,0.000512,0.0045468807220458984,0.000128
7753,0.009265422821044922,0.00064,0.0017049312591552734,0.00016
7754,0.002645254135131836,0.000832,0.0011827945709228516,0.000128
7755,0.004187583923339844,0.000768,0.0013926029205322266,0.000128
7756,0.004439592361450195,0.004114,0.0017960071563720703,0.000794
7757,0.006537199020385742,0.000576,0.0014367103576660156,0.000128
7758,0.004206180572509766,0.000704,0.001804351806640625,0.000128
7759,0.004571676254272461,0.000768,0.004060268402099609,9.6e-05
7760,0.009486913681030273,0.000832,0.003790140151977539,0.00016
7761,0.010686874389648438,0.000832,0.0018644332885742188,0.000128
7762,0.00400233268737793,0.001405,0.0012044906616210938,9.6e-05
7763,0.00536346435546875,0.000704,0.0021262168884277344,0.000128
7764,0.0013761520385742188,3.2e-05,0.0004150867462158203,9.6e-05
7765,0.018291234970092773,0.000576,0.0010058879852294922,0.0
7766,0.0022552013397216797,6.4e-05,0.0013096332550048828,9.6e-05
7767,0.018566131591796875,0.000576,0.00010037422180175781,0.0
7768,0.007325410842895508,0.001279,0.004117250442504883,0.002427
7769,0.0061647891998291016,0.000896,0.0033555030822753906,0.00172
7770,0.005925178527832031,0.000896,0.0030298233032226562,0.000896
7771,0.00547480583190918,0.000832,0.0022788047790527344,0.000128
7772,0.0024178028106689453,0.000448,0.0009396076202392578,0.000128
7773,0.0007164478302001953,6.4e-05,0.0004878044128417969,9.6e-05
7774,0.0014362335205078125,6.4e-05,0.0009393692016601562,0.000128
7775,0.0003371238708496094,3.2e-05,0.00022363662719726562,3.2e-05
7776,0.0002982616424560547,3.2e-05,0.00013875961303710938,3.2e-05
7777,0.005486965179443359,0.001471,0.004558563232421875,9.6e-05
7778,0.010343313217163086,0.000512,0.0043184757232666016,0.000128
7779,0.011916399002075195,0.000704,0.0048618316650390625,0.000128
7780,0.008555412292480469,0.000768,0.002398967742919922,0.000128
7781,0.0029747486114501953,0.006634,0.0010988712310791016,0.000128
7782,0.003756999969482422,0.000896,0.0010371208190917969,0.000256
7783,0.003988027572631836,0.000779,0.001016378402709961,9.6e-05
7784,0.004021167755126953,0.000768,0.0011370182037353516,0.00016
7785,0.003968000411987305,0.00064,0.001237630844116211,0.000128
7786,0.0015778541564941406,6.4e-05,0.0006439685821533203,9.6e-05
7787,0.007978677749633789,0.000896,0.008148193359375,0.00212
7788,0.008521795272827148,0.000832,0.004007101058959961,0.001872
7789,0.008637189865112305,0.001617,0.005941629409790039,0.002056
7790,0.005806684494018555,0.000896,0.002788066864013672,0.000928
7791,0.006116151809692383,0.000832,0.003922462463378906,0.000928
7792,0.009009122848510742,0.000832,0.00383758544921875,0.001784
7793,0.0028083324432373047,0.000768,0.0010712146759033203,0.000128
7794,0.0020308494567871094,6.4e-05,0.0010755062103271484,0.000128
7795,0.0076868534088134766,0.005648,0.003791332244873047,0.002282
7796,0.007218360900878906,0.000768,0.0040056705474853516,0.001912
7797,0.0009090900421142578,6.4e-05,0.00028824806213378906,9.6e-05
7798,0.008116722106933594,0.000576,0.00038433074951171875,0.0
7799,0.008945941925048828,0.000576,0.0004067420959472656,0.0
7800,0.008158206939697266,0.000576,0.0003268718719482422,0.0
7801,0.007165193557739258,0.005432,0.004010438919067383,0.00233
7802,0.007151365280151367,0.00096,0.007388114929199219,0.002072
7803,0.009599685668945312,0.00096,0.003535747528076172,0.00192
7804,0.008113861083984375,0.000576,0.00054168701171875,0.0
7805,0.01419520378112793,0.001268,0.0011322498321533203,0.0
7806,0.016749143600463867,0.000832,0.008896827697753906,0.001896
7807,0.013923168182373047,0.000896,0.003472566604614258,0.00196
7808,0.005064725875854492,0.000704,0.0017819404602050781,0.000128
7809,0.004581451416015625,0.004687,0.0017704963684082031,0.000681
7810,0.004926919937133789,0.000832,0.001802682876586914,0.000128
7811,0.0062868595123291016,0.000768,0.0018057823181152344,9.6e-05
7812,0.0001537799835205078,3.2e-05,5.984306335449219e-05,3.2e-05
7813,1.0728836059570312e-05,3.2e-05,1.1444091796875e-05,3.2e-05
7814,9.822845458984375e-05,3.2e-05,9.72747802734375e-05,3.2e-05
7815,5.3882598876953125e-05,3.2e-05,5.2928924560546875e-05,3.2e-05
7816,0.0025250911712646484,0.000896,0.0009307861328125,0.000128
7817,0.0018379688262939453,0.000128,0.0016679763793945312,9.6e-05
7818,0.0031309127807617188,0.000128,0.0020949840545654297,0.000128
7819,0.005678892135620117,0.000704,0.0024318695068359375,9.6e-05
7820,0.008124351501464844,0.007,0.006932735443115234,0.001872
7821,0.007929325103759766,0.000832,0.0040760040283203125,0.001872
7822,0.007448434829711914,0.000768,0.0038847923278808594,0.001848
7823,0.006086587905883789,0.000768,0.002899169921875,0.000896
7824,0.005925655364990234,0.000832,0.002832174301147461,0.000928
7825,0.011307954788208008,0.00133,0.003673076629638672,0.001784
7826,0.016614913940429688,0.000768,0.01110982894897461,0.001024
7827,0.005603313446044922,0.000128,0.001453399658203125,6.4e-05
7828,0.00048041343688964844,3.2e-05,0.00018596649169921875,6.4e-05
7829,0.0017344951629638672,0.000128,0.0011425018310546875,0.00592
7830,0.0013401508331298828,6.4e-05,0.0010921955108642578,9.6e-05
7831,0.0005357265472412109,3.2e-05,0.0007066726684570312,6.4e-05
7832,0.00066375732421875,3.2e-05,0.000286102294921875,6.4e-05
7833,0.0008380413055419922,6.4e-05,0.0005576610565185547,9.6e-05
7834,0.005285739898681641,0.000512,0.0017747879028320312,0.00016
7835,0.008085489273071289,0.00096,0.0038611888885498047,0.00228
7836,0.005616903305053711,0.000832,0.0029196739196777344,0.000672
7837,0.007110118865966797,0.000768,0.0032613277435302734,0.000928
7838,0.007510662078857422,0.00153,0.0037937164306640625,0.002626
7839,0.007928133010864258,0.00096,0.003917694091796875,0.002056
7840,0.01067805290222168,0.000704,0.004572391510009766,0.0018
7841,0.007105112075805664,0.000704,0.003566741943359375,0.001928
7842,0.0010423660278320312,6.4e-05,0.0007283687591552734,9.6e-05
7843,0.001127004623413086,6.4e-05,0.0008690357208251953,6.4e-05
7844,0.0002777576446533203,3.2e-05,6.0558319091796875e-05,3.2e-05
7845,0.00018167495727539062,3.2e-05,9.989738464355469e-05,3.2e-05
7846,0.007879257202148438,0.001599,0.0005087852478027344,0.0
7847,0.008480548858642578,0.000648,0.00045752525329589844,0.0
7848,0.00431060791015625,0.000768,0.002651691436767578,0.000128
7849,0.004806995391845703,0.00064,0.0015535354614257812,0.000128
7850,0.012029886245727539,0.000576,0.0008089542388916016,0.0
7851,0.009701728820800781,0.000832,0.0030059814453125,0.00096
7852,0.008722305297851562,0.000858,0.00010704994201660156,0.0
7853,0.0012426376342773438,6.4e-05,0.0007638931274414062,9.6e-05
7854,0.0016591548919677734,0.000128,0.0011012554168701172,0.000128
7855,0.0012636184692382812,6.4e-05,0.0003800392150878906,9.6e-05
7856,0.002008199691772461,6.4e-05,0.00047135353088378906,9.6e-05
7857,0.00626683235168457,0.000832,0.0029168128967285156,0.000992
7858,0.00683140754699707,0.000896,0.0029802322387695312,0.000992
7859,0.006508588790893555,0.000832,0.0030837059020996094,0.000992
7860,0.006564140319824219,0.000832,0.003458261489868164,0.001746
7861,0.006308078765869141,0.000832,0.0029554367065429688,0.000992
7862,0.006341695785522461,0.000832,0.0028929710388183594,0.000992
7863,0.006579399108886719,0.000832,0.003377676010131836,0.000992
7864,0.0018908977508544922,6.4e-05,0.0010745525360107422,6.4e-05
7865,0.007814407348632812,0.00096,0.0037577152252197266,0.002184
7866,0.006541252136230469,0.005534,0.0035123825073242188,0.001896
7867,0.00690913200378418,0.000896,0.003522634506225586,0.001936
7868,0.00684356689453125,0.000768,0.004296779632568359,0.001992
7869,0.006602048873901367,0.000768,0.003398418426513672,0.001656
7870,0.00651240348815918,0.000768,0.003489255905151367,0.002048
7871,0.007626771926879883,0.001681,0.0038237571716308594,0.00196
7872,0.0071833133697509766,0.000768,0.0042724609375,0.001976
7873,0.00737452507019043,0.000768,0.004931211471557617,0.001936
7874,0.012037992477416992,0.000768,0.00668644905090332,0.002494
7875,0.009572505950927734,0.000832,0.003911018371582031,0.001992
7876,0.010560035705566406,0.000704,0.00010848045349121094,0.0
7877,0.005923748016357422,0.00096,0.0017590522766113281,0.00016
7878,0.0036323070526123047,0.00096,0.0011138916015625,9.6e-05
7879,0.0017807483673095703,6.4e-05,0.000926971435546875,9.6e-05
7880,0.003895282745361328,0.001024,0.0011098384857177734,0.000128
7881,0.0040836334228515625,0.005617,0.002717733383178711,0.000681
7882,0.009071588516235352,0.00096,0.003178119659423828,9.6e-05
7883,0.009586334228515625,0.001088,0.0031833648681640625,0.000128
7884,0.010088682174682617,0.001024,0.0014257431030273438,0.000128
7885,0.004222393035888672,0.001088,0.0015864372253417969,0.000128
7886,0.005121707916259766,0.001024,0.0013973712921142578,0.0035
7887,0.004633426666259766,0.001799,0.001066446304321289,0.000571
